awards,name,station,genre,pr,dinner_budget,lunch_budget,rating,holiday,url,reserve_status,reserve_method,transportation,opening_time,extra_holiday_info,payment_methods,geo_coordinates,telephone,address,num_review,type,visited,latitude,longitude
食べログ とんかつ 百名店 2024 選出店,あげづき,飯田橋駅 339m , とんかつ,神楽坂で究極のとんかつを味わう！◆,"￥1,000～￥1,999","￥1,000～￥1,999",3.75,火曜日,https://tabelog.com/tokyo/A1309/A130905/13107796/,予約可,原則的にお昼の御予約は受け付けておりません。ランチ時間帯はとてもお電話が繋がりにくくなっております。ご了承くださいませ。,東京メトロ有楽町線・南北線【飯田橋駅】Ｂ３出口　徒歩３分ＪＲ中央線【飯田橋駅】西口　徒歩４分東京メトロ東西線【飯田橋駅】徒歩８分都営地下鉄大江戸線【牛込神楽坂駅】徒歩５分 飯田橋駅から339m,11:30 - 15:00L.O. 14:30,■ 営業時間売り切れの際はご容赦ください。■ 定休日神楽坂店は毎週火曜日は定休日となります。日本橋店は元旦以外は無休。小さなお子様大歓迎,カード可 （VISA、Master、JCB、AMEX、Diners） 電子マネー不可 QRコード決済不可,"35.70132323869508,139.7407673846054",03-6265-0029,東京都新宿区神楽坂3-2 山ノ内ビル B1F,1881,tonkatsu,False,35.70132323869508,139.7407673846054
食べログ とんかつ 百名店 2024 選出店,とんかつ檍 銀座8丁目店,新橋駅 356m , とんかつ,,"￥2,000～￥2,999","￥2,000～￥2,999",3.75,月曜日、日曜日,https://tabelog.com/tokyo/A1301/A130101/13219635/,予約不可,,東京メトロ銀座線【新橋駅】徒歩３分ＪＲ山手線・京浜東北線【新橋駅】銀座口　徒歩６分東京メトロ銀座線・日比谷線【銀座駅】徒歩６分東京メトロ丸ノ内線【銀座駅】徒歩８分 新橋駅から356m,,,カード可 （VISA、Master、JCB、AMEX） 電子マネー不可 QRコード決済可 （d払い）,"35.668222138722705,139.7614814842565",03-3573-1600,東京都中央区銀座8-8-7 第3ソワレ・ドビル B1F,1411,tonkatsu,True,35.668222138722705,139.7614814842565
食べログ とんかつ 百名店 2024 選出店,とんかつ燕楽,池上駅 153m , とんかつ、かつ丼,,"￥2,000～￥2,999","￥2,000～￥2,999",3.75,月曜日、日曜日,https://tabelog.com/tokyo/A1317/A131714/13034183/,予約不可,,東急池上線　池上駅徒歩2分 池上駅から153m,11:00 - 14:30,■ 営業時間食材無くなり次第営業終了,カード不可 電子マネー不可 QRコード決済不可,"35.57293763876498,139.70418608333418",03-3754-8243,東京都大田区池上6-1-4 ,1147,tonkatsu,False,35.57293763876498,139.70418608333418
食べログ とんかつ 百名店 2024 選出店,とんかつひなた,高田馬場駅 338m , とんかつ,営業時間について,"￥2,000～￥2,999","￥2,000～￥2,999",3.73,日曜日,https://tabelog.com/tokyo/A1305/A130503/13204289/,予約可,予約は、17時以降のコースメニューのみとなります。なお、ご予約いただく際は14時以降がつながりやすくなってます。何卒よろしくお願い申し上げます。,東京メトロ東西線「高田馬場」駅7番出口より徒歩2分JR山手線、西武新宿線「高田馬場」駅 早稲田口より徒歩5分 高田馬場駅から338m,,,カード可 （VISA、Master、JCB、AMEX、Diners） 電子マネー可 （交通系電子マネー（Suicaなど）、iD、QUICPay）,"35.712968238677085,139.70748188474633",03-6380-2424,東京都新宿区高田馬場2-13-9 鈴木ビル1階,1974,tonkatsu,True,35.712968238677085,139.70748188474633
食べログ とんかつ 百名店 2024 選出店,はせ川,両国駅 109m , とんかつ,,"￥2,000～￥2,999","￥2,000～￥2,999",3.73,-,https://tabelog.com/tokyo/A1312/A131201/13019126/,予約可,予約について：ランチ不可・ディナーは当日満席になり次第予約不可●ネット予約が埋まってる場合でも、お電話でお問い合わせ頂ければお席のご用意が可能な日もございます。電話番号：03-5625-2929,JR総武線「両国」駅(東口)から徒歩2分都営大江戸線「両国」駅(A4出口)から徒歩６分横綱横丁沿いに立地 両国駅から109m,11:30 - 15:00L.O. 14:30,■ 定休日無休（年末年始休みあり）,カード可 （VISA、Master、JCB、AMEX） 電子マネー不可 QRコード決済可 （PayPay）,"35.69502773871602,139.79394188450448",03-5625-2929,東京都墨田区両国3-24-1 両国尾崎ビル　１０３,1829,tonkatsu,True,35.69502773871602,139.79394188450448
食べログ カレー TOKYO 百名店 2024 選出店,とんかつ檍のカレー屋 いっぺこっぺ 蒲田本店,蒲田駅 245m , カレー、とんかつ,,"￥1,000～￥1,999","￥1,000～￥1,999",3.73,水曜日,https://tabelog.com/tokyo/A1315/A131503/13178494/,予約不可,,ＪＲ京浜東北線「蒲田」駅東口より徒歩４分東急多摩川線・池上線「蒲田」駅より徒歩７分京急本線・空港線「京急蒲田」駅西口より徒歩10分蒲田駅から244m 蒲田駅から245m,,,カード不可 電子マネー不可 QRコード決済可 （PayPay）,"35.56045503877699,139.71701748319913",03-3733-0022,東京都大田区蒲田5-43-7 ,1638,tonkatsu,False,35.56045503877699,139.71701748319913
食べログ とんかつ 百名店 2024 選出店,とんかつ やまいち,淡路町駅 102m , とんかつ、かつ丼,,-,-,3.73,月曜日、日曜日,https://tabelog.com/tokyo/A1310/A131002/13042246/,予約不可,,東京メトロ丸ノ内線【淡路町駅】徒歩１分（Ａ１地上口）都営地下鉄新宿線【小川町駅】徒歩２分東京メトロ銀座線【神田駅】徒歩４分ＪＲ中央線・山手線・京浜東北線【神田駅】徒歩７分 淡路町駅から102m,,,カード不可 電子マネー不可 QRコード決済不可,"35.69536053870773,139.76857188452567",03-3253-3335,東京都千代田区神田須田町1-8-4 玉井ビル1F,1487,tonkatsu,False,35.69536053870773,139.76857188452567
食べログ とんかつ 百名店 2024 選出店,もち豚とんかつ たいよう,武蔵小山駅 257m , とんかつ,,"￥2,000～￥2,999","￥2,000～￥2,999",3.73,月曜日、金曜日,https://tabelog.com/tokyo/A1317/A131710/13059862/,予約可,ディナータイムは可能です。ランチタイムのご予約はできません。,東急目黒線「武蔵小山」駅から徒歩4分 武蔵小山駅から257m,11:30 - 14:00,■ 営業時間材料が無くなり次第終了■ 定休日月曜・金曜（※祝日でも定休) 8月9日(金)〜8月16日(金)まで夏季休暇とさせて頂きます。よろしくお願いします。,カード不可 電子マネー不可 QRコード決済不可,"35.61881623873655,139.70642018379604",03-3786-1464,東京都品川区小山3-22-7 メゾンいずみ　１－１１２,1143,tonkatsu,True,35.61881623873655,139.70642018379604
食べログ とんかつ 百名店 2024 選出店,銀座かつかみ,銀座駅 134m , とんかつ,,"￥8,000～￥9,999","￥8,000～￥9,999",3.73,-,https://tabelog.com/tokyo/A1301/A130101/13225476/,予約可,,銀座線 銀座駅より徒歩3分　京浜東北・根岸線 有楽町駅より徒歩8分 銀座駅から134m,,,カード可 電子マネー不可 QRコード決済可 （d払い）,"35.6707444387218,139.76365998428045",03-6263-8720,東京都中央区銀座5-6-10 銀座ミヤコビル 5F,819,tonkatsu,False,35.6707444387218,139.76365998428045
食べログ とんかつ 百名店 2024 選出店,とんかつ檍 蒲田本店,蒲田駅 247m , とんかつ,,"￥2,000～￥2,999","￥2,000～￥2,999",3.72,-,https://tabelog.com/tokyo/A1315/A131503/13114843/,予約不可,,ＪＲ京浜東北線「蒲田」駅東口より徒歩４分東急多摩川線・池上線「蒲田」駅より徒歩７分京急本線・空港線「京急蒲田」駅西口より徒歩10分 蒲田駅から247m,11:00 - 15:00,⬛︎定休日2024年6月1日より定休日無しに変更になりました。,カード不可 電子マネー不可 QRコード決済可 （PayPay）,"35.56044803877701,139.717062183199",03-3739-4231,東京都大田区蒲田5-43-7 ロイヤルハイツ蒲田１０２,2000,tonkatsu,False,35.56044803877701,139.717062183199
食べログ とんかつ 百名店 2024 選出店,とんかつ まさむね,溜池山王駅 140m , とんかつ、カレー,,"￥2,000～￥2,999","￥2,000～￥2,999",3.72,日曜日、祝日,https://tabelog.com/tokyo/A1308/A130802/13156833/,予約不可,,東京メトロ銀座線・南北線【溜池山王駅】徒歩３分東京メトロ千代田線【赤坂駅】徒歩５分東京メトロ丸ノ内線【国会議事堂前駅】徒歩５分 溜池山王駅から140m,,,カード不可 電子マネー不可 QRコード決済不可,"35.67206123871343,139.7400163843103",03-3505-3505,東京都港区赤坂2-8-19 ,1619,tonkatsu,False,35.67206123871343,139.7400163843103
食べログ とんかつ 百名店 2024 選出店,かつ好,人形町駅 114m , とんかつ,,"￥2,000～￥2,999","￥2,000～￥2,999",3.72,日曜日,https://tabelog.com/tokyo/A1302/A130204/13204633/,予約可,,東京メトロ日比谷線、都営地下鉄浅草線【人形町駅】徒歩２分東京メトロ半蔵門線【水天宮前駅】徒歩６分 人形町駅から114m,,,カード可 （JCB、AMEX、Diners） 電子マネー不可 QRコード決済不可,"35.686227638717554,139.78120488442454",03-6231-0641,東京都中央区日本橋人形町3-4-11 ,712,tonkatsu,True,35.686227638717554,139.78120488442454
,お食事 まるやま,大森駅 405m , とんかつ、食堂,,"￥1,000～￥1,999","￥1,000～￥1,999",3.72,日曜日,https://tabelog.com/tokyo/A1315/A131502/13116024/,予約不可,,JR大森駅徒歩3分 大森駅から405m,,,カード不可 電子マネー不可 QRコード決済不可,"35.58574183876403,139.72672758344774",不明の為情報お待ちしております,東京都大田区大森北1-34-14 ツインビルB館 1F,511,tonkatsu,False,35.58574183876403,139.72672758344774
食べログ とんかつ 百名店 2024 選出店,黒豚とんかつ ほり壱,新橋駅 258m , とんかつ,,"￥2,000～￥2,999","￥2,000～￥2,999",3.72,-,https://tabelog.com/tokyo/A1301/A130103/13258841/,予約可,2024年1月から昼の部も予約可。,JR 新橋駅から徒歩4分都営三田線 内幸町駅から徒歩6分 新橋駅から258m,,,カード可 （VISA、Master、JCB、AMEX、Diners） 電子マネー可 （交通系電子マネー（Suicaなど）、楽天Edy、nanaco、WAON、iD、QUICPay） QRコード決済可 （PayPay、d払い、楽天ペイ、au PAY）,"35.66541533872263,139.75566578423224",03-6435-7211,東京都港区新橋3-8-5 ル・グラシエルBLDG.13 B1F,254,tonkatsu,True,35.66541533872263,139.75566578423224
食べログ とんかつ 百名店 2024 選出店,あげ福,五反田駅 291m , とんかつ、カレー,,"￥3,000～￥3,999","￥3,000～￥3,999",3.71,-,https://tabelog.com/tokyo/A1316/A131603/13154272/,予約不可,,都営地下鉄浅草線【五反田駅】徒歩３分（Ａ２地上口利用）ＪＲ山手線【五反田駅】徒歩５分東急池上線【五反田駅】徒歩６分 五反田駅から291m,11:30 - 15:00L.O. 14:00,■ 臨時休業詳しくはホームページ、SNSをご確認ください。■ 定休日12/31、1/1、1/2■ お並びのお客様へ全員お揃いになられてから、お席へご案内させていただきます。,カード可 （VISA、Master、JCB、AMEX、Diners） 電子マネー可 （交通系電子マネー（Suicaなど）、楽天Edy、nanaco、WAON、iD、QUICPay） QRコード決済可 （PayPay）,"35.626051038736435,139.72049558385925",03-5719-4129,東京都品川区西五反田2-15-13 ニューハイツ西五反田 1F,1269,tonkatsu,False,35.626051038736435,139.72049558385925
食べログ とんかつ 百名店 2024 選出店,とんかつ 鉄,大森駅 371m , とんかつ,,"￥1,000～￥1,999","￥1,000～￥1,999",3.71,月曜日,https://tabelog.com/tokyo/A1315/A131502/13178524/,予約不可,,JR大森駅北口より徒歩約10分大森海岸駅から徒歩12～13分 大森駅から371m,,,カード不可,"35.59046043876272,139.73206678349166",03-6459-6416,東京都品川区南大井6-19-16 カテリーナ大森 B1F,974,tonkatsu,False,35.59046043876272,139.73206678349166
食べログ とんかつ 百名店 2024 選出店,すぎ田,蔵前駅 368m , とんかつ、洋食、日本料理,,"￥2,000～￥2,999","￥2,000～￥2,999",3.71,木曜日,https://tabelog.com/tokyo/A1311/A131103/13003707/,予約可,,都営大江戸線 蔵前駅 A5番出口 徒歩3分都営浅草線 蔵前駅 A4番出口 徒歩7分地下鉄銀座線 田原町駅 1番・2番出口 徒歩7分 蔵前駅から368m,,,カード可 （VISA、Master、JCB、AMEX、Diners） 電子マネー可 （交通系電子マネー（Suicaなど）、iD、QUICPay） QRコード決済可 （PayPay、au PAY）,"35.70644233870783,139.79101058462186",03-3844-5529,東京都台東区寿3-8-3 ,885,tonkatsu,False,35.70644233870783,139.79101058462186
食べログ 食堂 百名店 2024 選出店,とんかつ小田保 場内店,市場前駅 519m , 食堂、とんかつ、コロッケ,,"￥1,000～￥1,999","￥1,000～￥1,999",3.71,-,https://tabelog.com/tokyo/A1313/A131307/13026535/,,,市場前駅から519m,,,,"35.64378918261072,139.78061707407295",03-6633-0182,東京都江東区豊洲6-5-1 水産仲卸棟 3F ,493,tonkatsu,False,35.64378918261072,139.78061707407295
食べログ とんかつ 百名店 2024 選出店,ポンチ軒,小川町駅 222m , とんかつ、カレー、コロッケ,,"￥2,000～￥2,999","￥2,000～￥2,999",3.7,-,https://tabelog.com/tokyo/A1310/A131002/13141456/,予約可,夜のみ予約可,都営地下鉄新宿線【小川町駅】徒歩４分東京メトロ丸ノ内線【淡路町駅】徒歩６分東京メトロ千代田線【新御茶ノ水駅】徒歩６分ＪＲ中央線・総武線【御茶ノ水駅】徒歩７分 小川町駅から222m,,,カード可 （VISA、Master、JCB、AMEX、Diners） 電子マネー不可 QRコード決済可 （PayPay）,"35.69490663870656,139.76396688452428",03-3293-2110,東京都千代田区神田小川町2-8 扇ビル 1F,1686,tonkatsu,False,35.69490663870656,139.76396688452428
食べログ とんかつ 百名店 2024 選出店,とん八亭,上野御徒町駅 60m , とんかつ、食堂,,-,-,3.7,月曜日,https://tabelog.com/tokyo/A1311/A131101/13003593/,予約不可,,ＪＲ御徒町駅より徒歩２分銀座線上野広小路より徒歩２分大江戸線上野御徒町より徒歩２分日比谷線仲御徒町より徒歩４分千代田線湯島駅より徒歩５分 上野御徒町駅から60m,11:30 - 14:00,■ 営業時間売り切れ次第終了させて頂きます■ 定休日月曜日　祝日の場合翌日 他臨時休業あり,カード可 電子マネー可 QRコード決済可,"35.70841263870108,139.77373788465388",03-3831-4209,東京都台東区上野4-3-4 ,1067,tonkatsu,False,35.70841263870108,139.77373788465388
食べログ とんかつ 百名店 2024 選出店,tonkatsu.jp 表参道,表参道駅 243m , とんかつ、食堂、揚げ物,WEB予約の方法が変わりました。ホームページまたはInstagramからご予約いただけます,"￥2,000～￥2,999","￥2,000～￥2,999",3.7,月曜日、火曜日,https://tabelog.com/tokyo/A1306/A130602/13264557/,予約可,■予約方法オンライン予約はInstagrmの【席を予約する】もしくはGoogle をご利用ください。ランチタイムは予約不可。予約時間に遅れる場合は必ず店舗までお電話をお願いします。ご連絡がない場合はキャンセルとさせていただきます。（席のみ予約は1時間制）。,[電車でお越しの場合]東京メトロ表参道駅B2出口から徒歩3分[お車でお越しの場合]提携駐車場はございません。近くにコインパーキングがございますが台数は限られています。Aoビル、パラシオタワーや表参道ヒルズの駐車場のご利用をお勧めします。 表参道駅から243m,11:30 - 15:30L.O. 15:00,■予約方法オンライン予約はInstagrmの【席を予約する】もしくはGoogle をご利用ください。■【整理券システムについて】ウェイティングボードにお名前を記入され、ご注文内容受付したお客様に、QRコード付整理券をお渡ししています。QRコードを読んで頂くと呼び出し通知が届きます。■ 定休日定休日は毎週月曜日、火曜日（定休日が祝日の場合は営業、翌日お休み）、第一または、第二水曜日。11月は13日（水）がお休みとなります。,カード可 （VISA、Master、JCB、AMEX、Diners） 電子マネー可 （交通系電子マネー（Suicaなど）、iD、QUICPay） QRコード決済可 （PayPay、d払い、楽天ペイ、au PAY）,"35.664424438708735,139.7099908842542",03-6427-4910,東京都港区北青山3-9-9 FNビル 1F,600,tonkatsu,False,35.664424438708735,139.7099908842542
,とん平,鶯谷駅 201m , とんかつ,,"￥1,000～￥1,999","￥1,000～￥1,999",3.7,日曜日、祝日,https://tabelog.com/tokyo/A1311/A131104/13069370/,予約不可,,鶯谷駅南口歩1分 鶯谷駅から201m,11:30 - 14:00,■ 営業時間夜は18:00〜21:00ぐらいまで,カード不可 電子マネー不可 QRコード決済不可,"35.72126173869501,139.78030338477907",03-3873-5834,東京都台東区根岸1-2-20 ,152,tonkatsu,False,35.72126173869501,139.78030338477907
食べログ 食堂 百名店 2024 選出店,まるやま食堂,蒲田駅 188m , 食堂、とんかつ、カレー,,"￥1,000～￥1,999","￥1,000～￥1,999",3.69,日曜日,https://tabelog.com/tokyo/A1315/A131503/13119166/,予約不可,,蒲田駅から東口へ下りて外に出る。北(線路沿い大森方向)に徒歩約3分●JR京浜東北線中央改札出て左⇒東口の地上へ●東急(多摩川線・池上線)＋2分●京急線京急蒲田駅から西口に下りる。商店街経由で徒歩約12分●バス便＝1h2本運行　羽田空港～蒲田シャトルで蒲田駅終点約35分　東口0番乗降場から徒歩約3分 蒲田駅から188m,,,カード不可 電子マネー不可 QRコード決済不可,"35.56395494611907,139.7171301890327",非公開,東京都大田区蒲田5-2-7 渡辺ビル　1F,1247,tonkatsu,False,35.56395494611907,139.7171301890327
,かつ吉 新丸ビル店,大手町駅 268m , とんかつ、串揚げ、カレー,創業60年の伝統の味わいを新丸ビルでお楽しみ下さい！,"￥2,000～￥2,999","￥2,000～￥2,999",3.69,,https://tabelog.com/tokyo/A1302/A130201/13038494/,予約可,,JR線東京駅丸の内北口より徒歩1分東京メトロ丸の内線東京駅より徒歩1分都営地下鉄大手町駅より徒歩4分 大手町駅から268m,11:00 - 15:30L.O. 14:30,■ 営業時間営業時間が変わることもございます。ご了承下さい。■ 定休日不定休（新丸ビルに準ずる）,カード可 （VISA、Master、JCB、AMEX、Diners） 電子マネー可 （交通系電子マネー（Suicaなど）、iD、QUICPay） QRコード決済可 （PayPay、d払い、楽天ペイ、au PAY）,"35.68262093871441,139.7641258844001",050-3134-5268,東京都千代田区丸の内1-5-1 新丸の内ビルディング 5F,936,tonkatsu,False,35.68262093871441,139.7641258844001
食べログ とんかつ 百名店 2024 選出店,にし邑,東銀座駅 222m , とんかつ,,"￥1,000～￥1,999","￥1,000～￥1,999",3.68,土曜日、日曜日、祝日,https://tabelog.com/tokyo/A1301/A130101/13025298/,予約可,メールアドレス　ton_ginza2460@yahoo.co.jp,都営地下鉄浅草線【東銀座駅】徒歩２分東京メトロ日比谷線【東銀座駅】徒歩４分 東銀座駅から222m,,,カード不可 電子マネー不可 QRコード決済不可,"35.67066573872361,139.76920728427578",03-5565-2941,東京都中央区銀座3-12-6 盛重ビル 1F,1503,tonkatsu,True,35.67066573872361,139.76920728427578
食べログ とんかつ 百名店 2024 選出店,とんかつ かつ壱,目黒駅 124m , とんかつ、かつ丼、居酒屋,,"￥1,000～￥1,999","￥1,000～￥1,999",3.68,日曜日,https://tabelog.com/tokyo/A1316/A131601/13021829/,予約不可,,JR山手線「目黒」駅(西口)から徒歩1分 目黒駅から124m,11:00 - 13:50,■ 定休日月曜日が祝日の場合は月曜日も休日,カード不可 電子マネー不可 QRコード決済不可,"35.63458533872917,139.71467338394956",03-3779-3388,東京都品川区上大崎2-25-5 久米ビル　Ｂ１Ｆ,1209,tonkatsu,False,35.63458533872917,139.71467338394956
